id,buyerName,lenderName,address,recordingDate,saleValue,loanAmount
1,BADILLO EXCHANGE GROUP INC,CENTER STREET LNDG VIII SPE LL,611 N AVENUE 48,2025-06-30,525000,663000
2,HM HOMES INC,COREVEST AMERICAN FIN LNDR LLC,1900 VINE ST APT 214,2025-06-30,400000,495000
3,J WEST COAST CONSTRUCTION LLC,PARK PLACE FINANCE LLC,426 W 63RD PL,2025-06-30,375000,332500
4,INTERNATIONAL INVESTMENTS TRADING AND CONSULT,YOURA FAMILY LIVING TRUST,442 W 93RD ST,2025-06-30,2500000,1625000
5,HOMEPPORTUNITY INVESTMENTS LLC,FIRST CHOICE FUNDING INC,215 E 73RD ST,2025-06-30,300000,250000
6,SJO INVESTMENTS LLC,KIAVI FUNDING INC,1900 W 41ST ST,2025-06-30,750000,911000
7,LA23L LLC,ISLB TRUST,7836 DUNBARTON AVE,2025-06-27,1400000,2240000
8,KOLANGI CONSTRUCTION LLC,CONVENTUS LLC,11404 BIONA DR,2025-06-27,1300000,1415000
9,C SQUARED CAPITAL LLC,RESID CAP PTRS SECURED LN FUND,725 CORONEL ST,2025-06-27,590000,680000
10,OCEAN DEVELOPMENT INC,FORGE TRUST CO,151 E 105TH ST,2025-06-27,550000,500000
11,BUTTERFLY JONES INVESTMENTS LLC,KIAVI FUNDING INC,12226 BERENDO AVE,2025-06-27,520000,548300
12,MS83 INVESTMENTS LLC,ASCENT DEVELOPER SOLUTIONS LLC,2703 W 132ND ST,2025-06-27,460000,455400
13,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,1501 PLEASANT AVE,2025-06-26,610000,755593
14,SAWTELLE309 LLC,FIRST GENERAL BANK,10548 AYRES AVE,2025-06-26,1895000,995000
15,GALAXY INVESTMENT PARTNERS FUND LLC,BANK OF AMERICA NA,1200 N DOHENY DR,2025-06-26,5021500,2000000
16,MR REHAB INC,LEGACY LENDING LLC,5282 TOWNSEND AVE,2025-06-26,1050000,1209175
17,WRT INVESTMENTS INC,ANCHOR LOANS LP,547 W 106TH ST,2025-06-26,565000,583500
18,BARRINGTON VISION LLC,JPMORGAN CHASE BANK NA,3252 S BARRINGTON AVE,2025-06-25,2000000,1450000
19,CALDEV LLC,GENESIS CAPITAL LLC,1471 RIDGE WAY,2025-06-25,1600000,1650000
20,AHAVA PROPERTIES LLC,KIAVI FUNDING INC,349 KIRBY ST,2025-06-25,800000,810300
21,PAN PARTNERSHIP INC,VELOCITY COMMERCIAL CAP LLC,328 W 83RD ST,2025-06-25,489000,866100
22,RAPID RENO INVESTMENTS LLC,KIAVI FUNDING INC,3637 VIRGINIA RD,2025-06-24,1000000,1049900
23,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,5353 HUNTINGTON DR N,2025-06-24,710000,568000
24,3132 HELMS LLC,US BANK NATIONAL ASSOCIATION,3132 HELMS AVE,2025-06-24,1500000,1125000
25,CSP ENTERPRISE LLC,ORCHARD FUNDING,1148 E 83RD ST,2025-06-24,400000,427500
26,SPC LA RENTAL 4 LLC,CONVENTUS LLC,8018 S NEW HAMPSHIRE AVE,2025-06-24,1100000,975000
27,CRESPO HOLDINGS CO LLC,ORCHARD FUNDING,1020 W 55TH ST,2025-06-23,550000,576000
28,AMERICAN BRIDGE LLC,AMERICAN CONTINENTAL BANK,1529 W 35TH PL,2025-06-20,2600000,1200000
29,2760 HARCOURT LLC,HEAD WEST HOLDINGS,827 LORRAINE BLVD,2025-06-20,1450000,750000
30,BRADLEY GROUP DEVELOPMENTS LLC,LONE OAK FUND LLC,13139 LAKE ST,2025-06-20,1900000,1140000
31,ALPHA AND OMEGA HOLDINGS LLC,NEW HAVEN NEVADA ENTERPRISES L,3970 BARRETT RD,2025-06-20,895000,876500
32,GRAND FALCON INVESTMENT LLC,NIEGSCH MICHAEL,2301 HERCULES DR,2025-06-20,8250000,7250000
33,PERSEPOLIS PARNERS LLC,VISTA POINT MORTGAGE LLC,2100 N CAHUENGA BLVD,2025-06-20,1108500,886666
34,PERSEPOLIS PARTNERS LLC,VISTA POINT MORTGAGE LLC,2048 N CAHUENGA BLVD,2025-06-20,1108500,886666
35,PERSEPOLIS PARTNERS LLC,VISTA POINT MORTGAGE LLC,2042 N CAHUENGA BLVD,2025-06-20,1108500,886666
36,4045 BRUNSWICK AVENUE LLC,AMP INVESTMENT TRUST,4045 BRUNSWICK AVE,2025-06-20,1020000,850000
37,ORANGEDALE LLC,JOSEPH F RUVOLO PROFIT SHARING,5081 GLEN IRIS AVE,2025-06-20,1560000,936000
38,BZMMISHI FAMILY PROPERTIES LLC,MORGAN STANLEY PVT BANK NA,330 N HIGHLAND AVE,2025-06-20,2700000,1890000
39,TRIPLE DIAMOND REALTY,HORIZON TRUST COMPANY,2924 S NORMANDIE AVE,2025-06-18,625000,400000
40,STUDS CONSTRUCTION LLC,GENESIS CAPITAL LLC,911 E 55TH ST,2025-06-18,375000,337500
41,MDNI 12461 LOUISE LLC,GENESIS CAPITAL LLC,12461 LOUISE AVE,2025-06-18,4200000,14705000
42,AM MUIRFIELD LLC,CITIBANK NA,524 S MUIRFIELD RD,2025-06-18,11100000,6500000
43,PAN PARTNERSHIP INC,VELOCITY COMMERCIAL CAP LLC,237 E 65TH ST,2025-06-18,440000,822000
44,DS & CO INC,1ST AMERICAN TITLE INSURANCE C,1550 W 70TH ST,2025-06-18,489000,524600
45,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,718 E 103RD PL,2025-06-18,490000,441000
46,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,10845 KALMIA ST,2025-06-18,680000,667683
47,EAST GATE VENTURES LLC,USC 10690 SOMMA LLC,10690 SOMMA WAY,2025-06-17,17200000,11000000
48,GIP PROPERTY 105 LLC,COREVEST AMERICAN FIN LNDR LLC,232 N CORONADO ST,2025-06-17,905000,701250
49,R & B DEVELOPMENT GROUP LLC,GENESIS CAPITAL LLC,11912 CHARNOCK RD,2025-06-17,2213000,2914500
50,WALGROVE FRUITS LLC,CLEAREDGE LENDING LLC,2022 WALGROVE AVE,2025-06-17,1225000,918750
51,S & A SOLUTIONS LLC,CENTER STREET LNDG VIII SPE LL,3343 ROSEVIEW AVE,2025-06-16,900000,855000
52,SLA SEVEN PROPERTIES LLC,1ST AMERICAN TITLE INSURANCE C,5414 HILLCREST DR,2025-06-13,845000,550000
53,MCCLUNG4 LLC,CITADEL SERVICING CORPORATION,4243 MCCLUNG DR,2025-06-13,850000,637500
54,SETHI INVESTMENT GROUP LLC,KIAVI FUNDING INC,3630 CHESAPEAKE AVE,2025-06-13,830000,1012400
55,NASHTA CONSTRUCTION INC,KIAVI FUNDING INC,2209 WEST BLVD,2025-06-13,825000,951200
56,ZOLARA LIMITED INC,MODIANO HAIM,5213 NAVARRO ST,2025-06-13,320000,372000
57,3J ST THERESA 25 LLC,ORCHARD FUNDING,12715 VENICE BLVD,2025-06-13,3000000,2550000
58,SETOS DEL SOL LLC,BANK OF AMERICA NA,3358 BAGLEY AVE,2025-06-13,1438000,1294056
59,OME DEZIN LLC,SPREO CAPITAL MANAGER LLC,3112 CHANDELLE RD,2025-06-13,3000000,2999000
60,ALDAMA AQUISITIONS LLC,HJ VENTURES LLC,2967 GLENDOWER AVE,2025-06-13,1700000,1360000
61,LUNA FLIP LLC,YOULAND INC,1519 W 122ND ST,2025-06-13,640000,694775
62,HS DWELLINGS & DESIGN LLC,UNITED WHOLESALE MORTGAGE LLC,4072 W 7TH ST,2025-06-12,1600000,600000
63,JA INTERNATIONAL INVESTMENTS,KIAVI FUNDING INC,4117 BRUNSWICK AVE,2025-06-12,1125000,1151600
64,MS83 INVESTMENTS LLC,ASCENT DEVELOPER SOLUTIONS LLC,1606 W 62ND ST,2025-06-12,420000,424000
65,RADICAL ENTERPRISES INC,GLADIEUX KEITH,10719 MONA BLVD,2025-06-12,427000,300000
66,2 INFINITY GROUP LLC,KIAVI FUNDING INC,4622 EDELLE PL,2025-06-11,575000,675000
67,DUKE PARTNERS II LLC,KIAVI FUNDING INC,6133 WOOSTER AVE,2025-06-11,1400000,1442500
68,CASA GLENALBYN LLC,KIAVI FUNDING INC,4321 GLENALBYN DR,2025-06-11,1100000,1378600
69,1004 BUNDY LLC,ANCHOR LOANS LP,1004 N BUNDY DR,2025-06-10,3505000,4998451
70,MINISTERIOS EL TABERNACULO CASA DE DIOS INC,TAMI M GRAY BYPASS TRUST,1016 W 18TH ST,2025-06-10,2300000,600000
71,MIDA HOUSEWORKS LLC,CONVENTUS LLC,4015 W AVENUE 43,2025-06-10,1000000,980000
72,LJ ENTERPRISE INVESTMENTS,PILLAR INVESTMENTS LLC,332 W 119TH ST,2025-06-10,500000,350000
73,VILKS LLC,RBI PRIVATE LENDING LLC,10651 CAPELLO WAY,2025-06-09,4750000,2850000
74,1300 LINDA FLORA LLC,EMPORIUM TPO LLC,1300 LINDA FLORA DR,2025-06-09,3400000,2000000
75,HM HOMES INC,COREVEST AMERICAN FIN LNDR LLC,3422 6TH AVE,2025-06-09,485000,602000
76,RIATSU REALTY LLC,KIAVI FUNDING INC,3510 SOMERSET DR,2025-06-09,810000,742500
77,MARCHANA 9TH ST LLC,FIDELITY NATIONAL TITLE CO,863 S ST ANDREWS PL,2025-06-09,800000,4100000
78,638 WEST HOLLYWOOD LLC,ARIXA INSTITUTIONAL LNDG PTRS,638 N EDINBURGH AVE,2025-06-09,1800000,2800000
79,AGILE TRANSFORMATION GROUP LLC,KIAVI FUNDING INC,6119 HAAS AVE,2025-06-09,585000,637400
80,DARA 1 HOLDINGS LLC,SPREO CAPITAL MANAGER LLC,716 W 80TH ST,2025-06-09,565000,1645000
81,DARA 1 HOLDINGS LLC,SPREO CAPITAL MANAGER LLC,501 W 88TH ST,2025-06-09,615000,1689000
82,ZOLARA LIMITED INC,MODIANO HAIM,9323 BEACH ST,2025-06-09,290000,232000
83,5 STAR DISCOUNT HOMES LLC,ARIXA INSTITUTIONAL LNDG PTRS,1515 E MARTIN LUTHER KING JR BLVD,2025-06-06,525000,668000
84,2755 KELTON OWNER LLC,PRIVATE MONEY LENDERS LLC,2755 KELTON AVE,2025-06-06,1200000,1206000
85,ROYAL CREST SANDS ASSET GROUP LLC,MOLLY O LLC,4031 MINERVA AVE,2025-06-06,1060000,528000
86,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,1921 DELTA ST,2025-06-06,955000,764000
87,WESTSIDE DEVELOPMENT PROPERTIES LLC,FARAHNIK ELLIOT,770 N ALEXANDRIA AVE,2025-06-06,525000,556000
88,KENMORE PLACE LLC,CAKE MORTGAGE CORP,1742 N KENMORE AVE,2025-06-06,1430000,1001000
89,MI CASITA INVESTMENTS LLC,COREVEST AMERICAN FIN LNDR LLC,1179 KIPLING AVE,2025-06-06,975000,1095010
90,RED EAGLE INVESTMENTS LLC,RFLF 4 LLC,1605 W BRUIN ST,2025-06-06,640000,605160
91,2794 MANDEVILLE CANYON ROAD LLC,MORGAN STANLEY PVT BANK NA,2794 MANDEVILLE CANYON RD,2025-06-05,6950000,4680000
92,WI SPRING LLC,AZTEC T D SERVICE CO,2908 SOMERSET DR,2025-06-05,710000,945000
93,PINK BANANA LABS LLC,EVERBANK NA,3438 POTOMAC AVE,2025-06-05,4150000,2075000
94,HOUSEVANTAGE LLC,FIRST CHOICE FUNDING INC,2837 S PALM GROVE AVE,2025-06-05,830500,910000
95,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,1546 E 21ST ST,2025-06-05,600000,500000
96,HP MODERN LLC,ANCHOR LOANS LP,12227 EVERGLADE ST,2025-06-05,2650000,2988500
97,TUKASA INC,DIYA FINANCE LLC,1214 E 90TH ST,2025-06-05,475000,435000
98,MEDMADIX INC,ORCHARD FUNDING,1430 W 70TH ST,2025-06-05,440000,483831
99,SILVERADO TRAIL 750 LAUSANNE INVESTORS LLC,BANK OF AMERICA NA,750 LAUSANNE RD,2025-06-04,32000000,20000000
100,MOLYO PROPERTIES LLC,GENESIS CAPITAL LLC,1523 ECHO PARK AVE,2025-06-04,1230000,1432050
101,ROSIE AND BLUE INVESTMENTS LLC,CABRERA LUIS,2700 CAHUENGA BLVD E APT 3104,2025-06-04,355000,355000
102,SUMMIT RAY INVESTMENTS LLC,KI AND MARY LEE JOINT LIVING T,1118 N VIRGIL AVE,2025-06-04,895000,607000
103,WRT INVESTMENTS INC,ANCHOR LOANS LP,126 W CENTURY BLVD,2025-06-04,416000,574400
104,ALFA 27 LLC,GENESIS CAPITAL LLC,3542 POTOMAC AVE,2025-06-03,893500,1173000
105,VAN LA LLC,LOAN FUNDER LLC,1221 5TH AVE APT 3,2025-06-03,1232500,1387500
106,FAIR HOME BUYERS LLC,GENESIS CAPITAL LLC,3433 LARGA AVE,2025-06-03,1255000,1637300
107,TGM VENTURE PARTNERS LP,KIAVI FUNDING INC,5670 HUB ST,2025-06-03,870000,930600
108,CALEMM INVESTMENTS LLC,LOAN FUNDER LLC,8405 MCKINLEY AVE,2025-06-03,619000,649200
109,ELATA INVESTMENTS LLC,VONTIVE INC,1434 W 22ND ST,2025-06-02,640000,512000
110,ADEA LLC,COREVEST AMERICAN FIN LNDR LLC,338 S MANSFIELD AVE,2025-06-02,1650000,2609105
111,HARD HAT BUILDERS,OCEAN VISTA INVESTMENTS LLC,1341 W 94TH ST,2025-06-02,800000,680000
112,1818 CANYON VIEW LLC,EMPORIUM TPO LLC,250 S CANYON VIEW DR,2025-05-30,4700000,1600000
113,432 BONHILL RD LLC,ARCHWEST FUNDING LLC,432 N BONHILL RD,2025-05-30,2905000,5736500
114,1272 QUEEN ANNE PLACE LLC,FRANKS FAMILY DECLARATION OF T,1272 QUEEN ANNE PL,2025-05-30,735000,550000
115,RUTHELEN PROPERTY PROJECT LLC,RAYMOND JAMES BANK,3772 RUTHELEN ST,2025-05-30,1275000,825000
116,BCGK MANAGEMENT LLC,ARCHWEST FUNDING LLC,11919 MAYFIELD AVE APT 2,2025-05-30,1025000,1035045
117,3927 EDENHURST LLC,RWA CREDIT SPV I LLC,3927 EDENHURST AVE,2025-05-30,1238000,1558935
118,BH WATERLOO II LLC,CV3 FINANCIAL SERVICES LLC,811 WATERLOO ST,2025-05-30,1052000,1224026
119,2508 CASTLE HEIGHTS AVENUE LLC,ARIXA ENHANCED INCOME FUND LP,2508 CASTLE HEIGHTS AVE,2025-05-30,1900000,2925000
120,212 AVE 49 LLC,HERZER FINANCIAL MORTGAGE REIT,212 N AVENUE 49,2025-05-30,655000,1220000
121,777 CAPITAL LLC,YANG YI,2339 JUPITER DR,2025-05-30,1570000,1170000
122,EIGHTY8 KEYS LLC,TEMPLE VIEW CAPITAL FUNDING LP,2014 W 84TH ST,2025-05-30,680000,693735
123,STRUCTURED ASSETS LLC,ANCHOR LOANS LP,2035 W 68TH ST,2025-05-30,600000,540000
124,LJ ENTERPRISE INVESTMENTS,KIAVI FUNDING INC,760 W 97TH ST,2025-05-30,385000,435700
125,START REMODELING LLC,HILASKI FAMILY TRUST,646 W 99TH ST,2025-05-30,495000,328943
126,CSF INVESTMENTS LLC,ORCHARD FUNDING,8351 COLEGIO DR,2025-05-29,575000,622800
127,SILHOUETTE GROUP LLC,COMMERCIAL BANK OF CALIFORNIA,3640 S BARRINGTON AVE,2025-05-29,2025000,1215000
128,ONYX REAL ESTATE HOLDINGS LLC,ANCHOR LOANS LP,4226 SCANDIA WAY,2025-05-29,1025000,1303006
129,ROCCA PROPERTY LLC,CITY NATIONAL BANK,10553 ROCCA PL,2025-05-28,4935000,3000000
130,POINTVIEW PROPERTIES LLC,ARV FINANCE INC,6200 W 77TH ST,2025-05-28,1549000,1644100
131,BYE BYE HOUSE INC,CENTER STREET LNDG VIII SPE LL,11916 IDAHO AVE,2025-05-28,1475000,1650000
132,LA21G LLC,GENESIS CAPITAL LLC,3757 MAY ST,2025-05-28,1875000,2888608
133,KIWISOL CORPORATION,KIAVI FUNDING INC,3200 WELDON AVE,2025-05-28,503500,702700
134,LA21G LLC,GENESIS CAPITAL LLC,2807 CARDIFF AVE,2025-05-28,1900000,2919239
135,161 N SYCAMORE LLC,CITADEL SERVICING CORPORATION,161 N SYCAMORE AVE,2025-05-28,2375000,1781250
136,LAGUARDIA INVESTMENTS INC,OAKTREE FUNDING CORP,2146 W 73RD ST,2025-05-28,630000,441000
137,FA ANUGOM INC,SKIDMORE GLORIA,1827 W 76TH ST,2025-05-28,580000,380000
138,R & G FOOD TRUCKS LLC,LOAN FUNDER LLC,1056 W 52ND ST,2025-05-27,575000,431250
139,AMELUT LIMITED LIABILITY COMPANY,SKURO FAMILY TRUST,9743 CRESTA DR,2025-05-27,3675000,2675000
140,RHERRERA AND THE KIDS LLC,KIAVI FUNDING INC,4320 9TH AVE,2025-05-23,800000,891900
141,VICTORIA EQUITY 2 LLC,GENESIS CAPITAL LLC,12665 VICTORIA AVE,2025-05-23,1550000,1240000
142,GIG GROUP LLC,ALLSTATE LENDING GROUP INC,4007 CUMBERLAND AVE,2025-05-23,2191000,500000
143,146 N BERENDO STREET LLC,ISLB TRUST,146 N BERENDO ST,2025-05-23,1275000,828750
144,ORIGINAL GRANDSTAND LLC,GUARDHILL FINANCIAL LLC,5544 TUXEDO TER,2025-05-23,2825000,2118750
145,JUST IN TIME 2 LLC,QUANTA FINANCE INC,923 LARKER AVE,2025-05-23,1342000,1349402
146,2242 RIDGELEY LLC,BARZIVAND FAMILY TRUST,2242 S RIDGELEY DR,2025-05-22,1000000,700000
147,2 INFINITY GROUP LLC,KIAVI FUNDING INC,6150 STRICKLAND AVE,2025-05-22,906000,948800
148,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,6021 LA PRADA ST,2025-05-22,1203500,1294693
149,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,6025 LA PRADA ST,2025-05-22,1203500,1294754
150,CHIMAY ENTERPRISES LLC,GENESIS CAPITAL LLC,6029 LA PRADA ST,2025-05-22,1203500,1294513
151,8800 HOLLYWOOD LLC,RAWJEE ADNAN,8800 HOLLYWOOD BLVD,2025-05-22,1620000,1620000
152,ZENSTONE PROPERTIES LLC,KIAVI FUNDING INC,1253 W 61ST ST,2025-05-22,495000,524200
153,ROKALU LLC,KIAVI FUNDING INC,3922 PRINCETON ST,2025-05-21,625000,611200
154,CAMKAY INVESTMENTS INC,ANCHOR LOANS LP,3741 W 58TH PL,2025-05-21,775000,825000
155,BRISK COAST LLC,HOMEBRIDGE FIN'L SVC INC,1922 LAKE SHORE AVE,2025-05-21,1225000,918750
156,OMARA CORP,KLOTZ FAMILY REVOCABLE TRUST,1543 W 79TH ST,2025-05-21,555000,444000
157,LM DADAM LLC,KIAVI FUNDING INC,687 LORRAINE BLVD,2025-05-20,1835000,1901100
158,VALENCIA INVESTMENTS LLC,ANCHOR LOANS LP,6318 PLANADA AVE,2025-05-20,1135000,908000
159,OCEAN DEVELOPMENT INC,KRALN CO LLC,7019 ESTRELLA AVE,2025-05-20,628500,800000
160,PRESTIGE INVESTMENT RENOVATIONS LLC,LOAN FUNDER LLC,4622 9TH AVE,2025-05-19,500000,720000
161,MI CASITA INVESTMENTS LLC,KIAVI FUNDING INC,4231 3RD AVE,2025-05-19,775000,914000
162,BATU HOLDINGS LLC,RONALD PERLSTEIN ENTRUST 00393,2614 S BUDLONG AVE,2025-05-19,380000,370000
163,LA23L LLC,ISLB TRUST,7819 EL MANOR AVE,2025-05-19,1550000,2380000
164,LA OPTIONS INC,DANCO INC,2127 W 76TH ST,2025-05-19,750000,650000
165,OCEAN DEVELOPMENT INC,NATHAN SUGIMOTO AND CHRISTINE,221 W 106TH ST,2025-05-19,540000,500000
166,SUMNER 17 LP,PREFERRED BANK,1191 W 39TH PL,2025-05-16,925000,10000000
167,BARYO18 LLC,SPREO CAPITAL MANAGER LLC,1627 S BURLINGTON AVE,2025-05-16,660000,528000
168,GIP PROPERTY 104 LLC,COREVEST AMERICAN FIN LNDR LLC,8348 WINSFORD AVE,2025-05-16,1050000,787500
169,EWA CAPITAL LLC,ANCHOR LOANS LP,812 N RIDGEWOOD PL,2025-05-16,1200000,1387500
170,COVIS GROUP INC,KIAVI FUNDING INC,6239 CIMARRON ST,2025-05-16,560000,630400
171,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,924 W 75TH ST,2025-05-16,525000,500000
172,100 SOUTH DOHENY LLC,INSIGNIA CAPITAL CORPORATION,100 S DOHENY DR APT 1105,2025-05-15,990000,735000
173,GO LOS ANGELES PARTNERSHIP LLC,KIAVI FUNDING INC,5306 CIMARRON ST,2025-05-15,628000,802100
174,TUP 3754 HARVARD HOUSING LLC,AMERICAN PLUS BANK N A,3754 S HARVARD BLVD,2025-05-15,3463500,2080000
175,FREETOWN HOLDINGS COMPANY,SOLE AND SEPARATE PROPERTY TRU,2019 5TH AVE,2025-05-15,775000,775000
176,ADC EQUITIES LLC,LONE OAK FUND LLC,3119 W 71ST ST,2025-05-15,600000,360000
177,1514 KELTON AVENUE LLC,CITY NATIONAL BANK,1514 KELTON AVE,2025-05-15,2000000,1300000
178,DESERT LAKE AT PGA WEST LLC,LENDSURE MORTGAGE CORP,1490 SILVERWOOD DR,2025-05-15,1340000,533750
179,2 INFINITY GROUP LLC,KIAVI FUNDING INC,5452 HARCROSS DR,2025-05-14,920000,987600
180,ANDTAL INC,GONZALEZ RUBEN,132 N ROWAN AVE,2025-05-14,400000,360000
181,YQUE PROPERTY ENTERPRISES LLC,GENESIS CAPITAL LLC,4254 W 58TH PL,2025-05-14,865000,877500
182,8056 EL MANOR AVE LLC,MICHAEL PINTO LIVING TRUST,8056 EL MANOR AVE,2025-05-14,2050000,840000
183,WEST COAST KOLLEL,1ST CENTURY BANK NA,1728 LIVONIA AVE,2025-05-14,2400000,1500000
184,2913 ELM STREET LLC,KIAVI FUNDING INC,2913 ELM ST,2025-05-14,1000000,1191000
185,3-WAY INVESTMENTS LLC,KIAVI FUNDING INC,627 W 111TH PL,2025-05-14,520000,542100
186,CARLTON AT HOLLYWOOD LLC,ROYAL TRUST,5451 BARTON CT,2025-05-13,1585000,880000
187,ELATA INVESTMENTS LLC,INVESTOR MORTGAGE FINANCE LLC,1650 S RIMPAU BLVD,2025-05-13,650000,520000
188,KSLEE INC,MTG RESEARCH LABORATORY INC,1701 5TH AVE,2025-05-12,1300000,910000
189,6132 82ND HOLDING LLC,HL3 SIERRA LLC,6132 W 82ND ST,2025-05-12,1325000,1641400
190,PROVIDENT INVESTMENTS LLC,TRANSPORT CAPITAL INC,727 E 94TH ST,2025-05-12,470000,375000
191,1633 STONE CANYON LLC,BMO BANK NA,1633 STONE CANYON RD,2025-05-09,3875000,2500000
192,TUS CASITAS LLC,QUANTA FINANCE INC,3826 LA SALLE AVE,2025-05-09,585000,606500
193,7175 WOODROW WILSON LLC,HOUSEMAX FUNDING LLC,7175 WOODROW WILSON DR,2025-05-09,1900000,2755000
194,CITRUS 2025 LLC,VISTA POINT MORTGAGE LLC,1284 S CITRUS AVE,2025-05-09,1135000,908000
195,ZOLARA LIMITED INC,MODIANO HAIM,485 PARK FRONT WALK,2025-05-09,390000,348000
196,URBAN CITIES DEVELOPMENT INC,ARCHWEST FUNDING LLC,1423 LAKE SHORE AVE,2025-05-09,900000,1033000
197,1952 CORNING S2 LLC,MORGAN STANLEY PVT BANK NA,1952 S CORNING ST,2025-05-09,1280000,1280000
198,BEN TIBERT CONSTRUCTION INC,VONTIVE INC,1083 MILWAUKEE AVE,2025-05-09,815000,909626
199,KINGDOM BUILDERS PROPERTIES LLC,ARCHWEST FUNDING LLC,11154 S BROADWAY,2025-05-09,550000,700402
200,WOLF HOLDINGS 1 LLC,MACOY CAPITAL MORTGAGE LLC,10846 S MANHATTAN PL,2025-05-09,725000,1080000
201,FALCON ENDEAVORS INC,ANCHOR LOANS LP,2179 LINDA FLORA DR,2025-05-08,2925000,3214700
202,900 S LONGWOOD LLC,ANCHOR LOANS LP,900 S LONGWOOD AVE,2025-05-08,2120000,2474953
203,MASKIL LLC,SPREO CAPITAL MANAGER LLC,3364 REDWOOD AVE,2025-05-08,1650000,2781750
204,COFFEE AND ALIENS LLC,WELLS FARGO BANK NA,717 N HIGHLAND AVE STE 5,2025-05-08,1120000,1032200
205,AJ CAPITAL GROUP LLC,LONE OAK FUND LLC,201 E 87TH PL,2025-05-08,749500,315000
206,RED DOOR INVESTMENT PROPERTIES CORP,CONVENTUS LLC,11601 MONTANA AVE APT 7,2025-05-07,1200000,960000
207,TLP 1 LLC,KIAVI FUNDING INC,5511 S CORNING AVE,2025-05-07,1420000,1343000
208,FAIR HOME BUYERS LLC,GENESIS CAPITAL LLC,3016 TYBURN ST,2025-05-07,1455000,2140000
209,SW LENDER SERVICES LLC,PUERTO LORETO LLC,6002 TIPTON WAY,2025-05-07,906000,650000
210,BYE BYE HOUSE INC,CENTER STREET LNDG VIII SPE LL,2201 N HOBART BLVD,2025-05-07,2286000,2505768
211,CROWNHAUZ LLC,WEDEKING FAMILY TRUST,401 E 61ST ST,2025-05-07,405000,340000
212,2022 28TH STREET LLC,SPREO CAPITAL MANAGER LLC,2023 W 28TH ST,2025-05-06,735000,1170000
213,VALOR INDUSTRIES INC,KIAVI FUNDING INC,2326 W 24TH ST,2025-05-06,1135000,535000
214,MF REAL ESTATE INVESTMENT LLC,LEGACY UNITED CAPITAL LLC,6064 CASHIO ST,2025-05-06,1410000,2033000
215,CROWNHAUZ LLC,WEDEKING FAMILY TRUST,1450 E 43RD PL,2025-05-06,435000,435000
216,RADENZA WSE LLC,ANCHOR LOANS LP,8136 STEWART AVE,2025-05-06,1450000,2739500
217,JUNKERS2JEWELS LLC,ORCHARD FUNDING,2050 N LAS PALMAS AVE,2025-05-06,1150000,1247400
218,SOUTH COAST BUILDERS LLC,EGBGC TRUST,560 N GOWER ST,2025-05-06,1400000,1775209
219,J WEST COAST CONSTRUCTION LLC,PARK PLACE FINANCE LLC,9517 GRAPE ST,2025-05-06,420000,380800
220,MS83 INVESTMENTS LLC,EGBGC TRUST,221 W 97TH ST,2025-05-06,460000,465000
221,SUCHALA HOLDINGS LLC,LIFE CHANGERS LENDING LLC,2608 ARMACOST AVE,2025-05-05,1698000,1469998
222,LUCKYPUP LLC,CONVENTUS LLC,2229 NELLA VISTA AVE,2025-05-05,1630000,1885500
223,LOUD LTD,NCL EAGLEPOINT INVESTMENTS LLC,218 E 84TH ST,2025-05-05,410000,330000
224,BLUESKY REALTY VENTURES LLC,UNITED BUSINESS BANK,2234 CRENSHAW BLVD,2025-05-02,3915000,2630000
225,UNPACK & STAY LLC,CITADEL SERVICING CORPORATION,121 S HOPE ST APT 416,2025-05-02,425000,294000
226,PWNE CAP LLC,KENAN C THAYER IRA,127 E AVENUE 45,2025-05-02,650000,650000
227,ADDISON WAY PARTNERS LLC,CONVENTUS LLC,2221 ADDISON WAY,2025-05-02,1830000,2539000
228,301 S ROCKINGHAM LLC,ARIXA ENHANCED INCOME FUND LP,301 S ROCKINGHAM AVE,2025-05-01,12650000,10000000
229,ANNA HOMES LLC,KIAVI FUNDING INC,2928 11TH AVE,2025-05-01,1011000,808800
230,FIRST MOVEMENT LLC,CV3 FINANCIAL SERVICES LLC,3916 WISCONSIN ST,2025-05-01,860000,910000
231,MAGBIA LLC,SPREO CAPITAL MANAGER LLC,3153 PURDUE AVE,2025-05-01,2026000,2999500
232,STRUCTURED ASSETS LLC,ANCHOR LOANS LP,9116 S WILTON PL,2025-05-01,615000,553500
233,RADICAL ENTERPRISES INC,ASPEN RETIREMENT FUND LLC,7710 S HALLDALE AVE,2025-05-01,510000,567500
234,MANSION FLIP INC,KIAVI FUNDING INC,2909 8TH AVE,2025-04-30,890000,801000
